character,universe,page_length
Apollo,Flowers for the Sun,360097
Bane,Lil Gotham,358698
Barry Allen,Trapped In Time,355433
Bart Allen,Legion of Super-Heroes TV Series,353862
Eliza Harmon,New Earth,354242
Jack Ryder,Lil Gotham,350683
Rose Wilson,Teen Titans TV Series,359240
Walter Thorrson,New Earth,348450
Accelerator,Earth 39,348621
Alinta,Future State,360445
Anatole,New Earth,349107
Babe the Blue Ox,Quality Universe,352257
Bane Simpson,Amalgam Universe,356288
Baroness Blitzkrieg,New Earth,353871
Barry Allen,DC Unchained,353629
Barry Allen,Earth 42,353117
Barry Allen,Earth-154,347177
Barry Allen,Earth-184,349194
Barry Allen,Filmation Adventures,351026
Barry Allen,Holy Terror,347994
Barry Allen,Justice League Pilot,353967
Barry Allen,Justice,354787
Barry Allen,Legends of the Superheroes,351993
Barry Allen,Smallville,355848
Barry Allen,Super Friends,350784
Bartholomew West,Earth-22,350705
Bebeck,New Earth,349440
Bizarro Flash,Earth-One,355090
Black Flash,Hero Run,349106
Blitzen,Earth 10,350219
Boleslaw Uminski,New Earth,353526
Bolshoi,New Earth,360970
Boodikka,New Earth,390004
Buzzkutt,New Earth,349298
Cassiopeia,New Earth,350349
Ch'al Andar,New Earth,387637
Colin Wilkes,Lil Gotham,354933
Crash,Earth-C-Minus,347328
Cross Christina,New Earth,353903
Dao,New Earth,356233
David Mancini,New Earth,354392
Derek Fury,Wildstorm Universe,361245
Diana Prince,Brady Kids,350834
Donald Hall,DCAU,355941
Doralla Kon,New Earth,348219
El Bagual,New Earth,350239
El Yaguarette,New Earth,348313
Eliza Harmon,Arrowverse,359490
Ferlin Nyxly,Earth-One,355584
Flash,Turnabout Trap,348248
Flish,Farm League,353808
Formula-I,Earth 34,346739
Gabriella Rossetti,Prime Earth,351863
Gregor Gregorovich,New Earth,356252
Harold Christos,New Earth,352206
Henry Hall,DCAU,356927
Hermes,DC Legends,347599
Impetus,Wildstorm Universe,348819
Ivana Molotova,New Earth,364819
Jaculi,Earth-16,351629
Jaculi,New Earth,374455
Jaculi,Prime Earth,349819
Jaculi II,New Earth,370748
Jenni Ognats,DCAU,378193
Jesse Chambers,Injustice,350400
Joanie Swift,Earth-Two,349799
Johnny Quick,Antimatter Universe,359426
Johnny Quick,Earth-3,358862
Johnny Quick,Earth-Three,440647
Johnny Quick,Thunderer,358385
Johnny Thunder,Earth 18,361021
Kid Flash,New Teen Titans Shorts,348566
Leona Terrell,Wildstorm Universe,355220
Luca Loletti,Wildstorm Universe,355862
Mas y Menos,New Earth,353595
Mas y Menos,New Teen Titans Shorts,350006
Mas y Menos,Teen Titans Go! TV Series,357591
Mas y Menos,Teen Titans TV Series,359173
Max Mercury,Smallville,347006
Mayfly,New Earth,356810
Mercury-Man,Earth 35,348163
Michael Lane,Arkhamverse,381106
Millie Heyday,Earth-Two,376977
Owen Mercer,New Earth,415062
Panther Man,Earth-Two,348039
Paul Bunyan,Quality Universe,354920
PDQ,New Earth,351465
Pellmell,New Earth,369283
Pietro Allen,Amalgam Universe,348604
Quicksilver,Quality Universe,355279
Runaround Sue,New Earth,350763
S'kidds'kakoth,New Earth,352632
Sara Shane,Dead Earth,349927
Scarlet Fantastic,Wildstorm Universe,355567
Shaqira Johnson,Wildstorm Universe,351385
Slapjack,Wildstorm Universe,348754
Slipstream,Antimatter Universe,351900
Speed Metal,Speed Meta,345803
Speed Queen,DC Super Hero Girls,346305
Stormy Foster,Quality Universe,357649
Sudu,New Earth,353613
Super-Chief II,New Earth,352548
Titania,Pre-Zero Hour,355682
Trigger Twins,Earth 18,354709
Vincent Everett,Flash 1990 TV Series,353339
Wallace R. West,Earth 3,352782
Wally West,DC Super Friends Web Series,352590
Wally West,Earth Whatever,352596
Wally West,Earth-1,353369
Wally West,Filmation Adventures,352313
Wally West,Justice,351451
Wally West,No Rules to Follow,350748
Wally West,Smallville,346014
Whiz,Amalgam Universe,353778
Wind,Prime Earth,347999
Xane Swift,New Earth,352125
Alianna Hubbard,New Earth,361824
Bane,Arkhamverse,377492
Bane,Batman 1966 TV Series,360391
Bane,Batman Unlimited,357004
Cyrus Gold,Scooby-Doo Team-Up,357090
Delia Spyros,Earth-ABC,353880
Evil Eye,Shazam! Shorts,359863
Giants,Giant,349727
Gorilla Grodd,Flashpoint Timeline,355639
Grace Balin,Injustice,360142
Grace Balin,New Earth,360844
Gregori Arcane,New Earth,361285
Hercules,Earth-One,356060
Heretic,Futures End,351585
Holly McKenzie,New Earth,351689
Jonathan Crane,New Earth,423109
Marsosh,New Earth,347854
Nicodemus,New Earth,356063
Raphe Equus,Wildstorm Universe,356743
Solomon Grundy,The Brave and the Bold,364404
Thinko,New Earth,350940
Titan,Smallville,352406
Tolifhar,New Earth,349182
Tor,Earth-One,351950
Aaron Helzinger,Arrowverse,352670
Abel Cuvier,DCAU,359383
Abigail Kent,Earth-One,354742
Ace of Clubs III,New Earth,350058
Ace of Spades,Doom,352432
Adonis,Teen Titans TV Series,352933
Al-X,Prime Earth,360605
Aldar,Smallville,355139
Alex Merkel,New Earth,355365
Alexander Luthor,Earth 45,352669
Alexandra Fairchild,The Wild Storm,350612
Antaeus,New Earth,352492
Antonio Diego,Burtonverse,360436
Atlanna,Aquaman 2006 Pilot,371146
Baby,Wildstorm Universe,349975
Bane,Batman of Shanghai,351134
Bane,Earth -44,353610
Bane,Flashpoint Timeline,351120
Bane,Teen Titans Go! TV Series,356943
Bane,The New Order,348745
Baran Flinders,Tiny Titans,353158
Barda Free,DC Bombshells,358506
Bathomet,Dark Multiverse,353776
Batman,Riddle of the Beast,357517
Batrocitus,Dark Multiverse,354161
Beast With No Name,New Earth,355140
Big Barda,DCeased,367891
Big Barda,The Brave and the Bold,371037
Bizarro Wonder Woman,New Earth,356599
Blockbuster III,New Earth,346719
Blockbuster IV,New Earth,349144
Bloque,New Earth,358760
Bobbie Stephenson,Flashpoint Paradox,350009
Bobbie Stephenson,Flashpoint Timeline,348603
Boka,New Earth,350335
Boo Bear,Fables,350589
Boris Dhumov,New Earth,351852
Boris Ulyanov,New Earth,367266
Brainiac 12,Futuresmiths,353177
Bronno,Earth-One,350930
Bynai Bruun,New Earth,360012
Byron Moore,Smallville,357428
Captain Triumph II,New Earth,348478
Captain Venture,Earth-S,354138
Carl Tanner,Flash 1990 TV Series,352236
Carol Ferris,DC Bombshells,357529
Carol Ferris,Prime Earth,365657
Carol Jordan,Earth 11,363365
Cassandra Sandsmark,Teen Titans TV Series,351356
Cassidy,New Earth,351279
Charles Bigelow,DCAU,361796
Charybdis,Wonder Woman TV Series,352141
Comrade Grodd,Amalgam Universe,348625
Congorilla,Flashpoint Timeline,351083
Crimson,Dakotaverse,349028
Crimson Centipede,Prime Earth,357582
Cyclopes,Cyclope,347696
Cyrus Gold,Flashpoint Timeline,349818
Cyrus Gold,Lil Gotham,352550
Damien Kane,New Earth,362053
Dandy Craig,Earth-One,352157
Dell Merriwether,New Earth,352748
Derek Two-Shadow,Electric Warrior,350031
Diana of Paradise Island,The Brave and the Bold,399668
Djuba,The Brave and the Bold,349702
Dogtag,New Earth,349329
Donna Morris,Prime Earth,351773
Dufus P. Ratchet,New Earth,369245
Dynamix,Prime Earth,351349
Elephant Man,Prime Earth,352085
Elliot Spaulding,Prime Earth,353003
Elliot Taylor,Creature Commandos Shorts,352795
Ernest Clay,New Earth,365853
Etrigan,Future State,359895
Feng Rongpei,Prime Earth,361136
Ferdinand,Prime Earth,358619
Gabrielle Carlos,Wildstorm Universe,352906
Garfield Logan,Prime Earth,382679
Gargantua,Wonder Woman TV Series,354057
Genocide,Prime Earth,355888
George Harkness,Prime Earth,409016
Gernsback,New Earth,353219
Giganta,Earth-One,353704
Giganta,Earth-Two,354669
Glibberquip,New Earth,360384
Gnarrk,Teen Titans TV Series,356910
Golem,Earth 7,348890
Goliath,DCAU,366784
Goraiko,New Earth,347372
Gorgon,New Earth,355036
Gorilla Grimm,Prime Earth,355223
Gorilla Grodd,Joker's Playhouse,353320
Gorilla Grodd,Justice League Heroes,355865
Gorilla Grodd,The New Order,348330
Gorilla Grodd,Trapped In Time,359215
Gorillas,Gorilla,346941
Gorr,New Earth,351371
Granny Goodness,Smallville,357372
Green Gargoyle,New Earth,350986
Griffin Grey,Arrowverse,354377
Guanxi,New Earth,358824
Haifisch,New Earth,364383
Hal Ferris,Earth 11,358351
Hal Jordan,DC Super Friends Web Series,360802
Hal Jordan,DC Super Hero Girls TV Series,364834
Hal Jordan,Lego DC Heroes,362717
Hal Jordan,New Earth,453889
Hamburger,Earth-Two,351277
Hassan the Mummy,New Earth,346116
Hector Morales,Wildstorm Universe,362887
Hells Wells,Arrowverse,350883
Henry Jekyll,New Earth,355743
Henry Meke,Earth-One,354292
Hercules,Earth-1,363498
Hershef,Earth-S,347944
Holly McKenzie,Prime Earth,352791
Horoq Nnot,New Earth,365791
Hraalkar,New Earth,359836
Hu Wei,New Earth,355564
Hu Wei,The Brave and the Bold,355574
Huairen,New Earth,352263
I.N.S.T.I.G.A.T.O.R.,Teen Titans TV Series,353790
Iron Cross,New Earth,363027
Ironfist the Avenger,New Earth,367520
Jack Napier,White Knight,376778
Jackanapes,Batman in Bethlehem,359737
Jackanapes,Prime Earth,357144
Jacob Colby,New Earth,352030
Jacob Greene,Wildstorm Universe,353442
James Gordon,Gotham,378766
Jason White,Superman Returns,358995
Joey Rose,Arrowverse,351378
Joker,Mortal Kombat vs. DC Universe,360836
Jon Kennedy Payne,New Earth,354471
Jonathan Drake,Wildstorm Universe,362031
Jonathan Mann,New Earth,353755
Joseph Abernathy,New Earth,349337
Joseph Angst,New Earth,356864
Judson Pierce,New Earth,352621
Julius Caesar,Prime Earth,356884
Kha-Ef-Re,New Earth,350156
Khalex,Khale,345248
Khem-Adam,Arrowverse,351918
Killa,New Earth,351664
Kingfish,Dakotaverse,348848
Knockout,World Without Young Justice,373636
Kraken,New Earth,369699
Kriglo Martians,Kriglo Martian,350174
Kuan Ti Impostor,New Earth,353429
Leslie Thompkins,Gotham,364098
Lionmane,Earth-Two,352696
Little Barda,New Earth,361492
Lobo,Lil Gotham,353764
Loki II,New Earth,351353
Lord Damyn,Earth-One,355034
Lord Havok,Earth 8,357284
Lunkhead,Beware the Batman,351208
Lunkhead,New Earth,351921
Lydda Jath,Earth-Prime,353745
Magog,Quality Universe,354461
Malavar,Flashpoint Timeline,348746
Mama Bear,Fables,349688
Mammotha,Earth-Two,349726
Man-Ape,Earth-One,352169
Manticore II,New Earth,367059
Marcus Aelius,Earth 16,353488
Margoth,Prime Earth,352836
Mario Calvi,Gotham,362288
Mark Desmond,Prime Earth,363104
Marya,Earth-Two,358696
Matthew O'Connor,Wildstorm Universe,358122
Metallo,The Brave and the Bold,352134
Michael Carter,DCAU,354948
Mick Yardreigh,Pre-Zero Hour,386439
Mighty Mary,New Earth,349831
Miguel Montez,Prime Earth,376923
Misfit,New Earth,346477
Mister Scarlet,Earth-22,350896
Mongul,The Brave and the Bold,350828
Mongul II,Prime Earth,354317
Monsieur Mallah,Teen Titans TV Series,366105
Monsieur Mallah,Tiny Titans,353245
Nadia,Aquaman 2006 Pilot,372461
Nanaue,Flashpoint Timeline,349336
Natasha Ulyanov,New Earth,368379
Nol-Anj,Prime Earth,382007
Nunzio,New Earth,346772
Obsidian,Earth-9,346314
Ogres,Ogre,347421
Olive Norton,Earth-Two,348996
Olivia Hardy,New Earth,348666
Oom,The Brave and the Bold,348961
Papa Bear,Fables,349682
Paulie McGillicuddy,Prime Earth,351765
Persuader,Smallville,375817
Petite Tina,Prime Earth,379711
Phillipe Mouton,New Earth,356489
Pike,Wildstorm Universe,357115
Pounder,Dead Earth,349120
Powerfist,Dakotaverse,348756
Princess Power,New Earth,357536
Prom Queen,New Earth,348711
Quake,New Earth,349998
Quentin Quantis,New Earth,350144
Randy Hanrahan,Prime Earth,360736
Raquel Ervin,Earth-16,369409
Rebel III,New Earth,347365
Red of the Rainbow Raiders,New Earth,351973
Relok Hag,New Earth,359313
Ricardo Diaz,Arrowverse,370914
Rough House,New Earth,353422
Rush II,Prime Earth,354289
Sam Simeon,Prime Earth,356935
Scarab,Antimatter Universe,351730
Seneca,New Earth,352054
Shaggy Boy,Prime Earth,356260
Shakedown,Thunder & Lightning Shorts,351944
Shark,The Batman TV Series,354409
Shelby,Smallville,351559
Shellshock,New Earth,351896
Silverback,Batman Unlimited,350269
Snakepit,Prime Earth,353178
Solomon,Earth-ABC,354142
Solomon Grundy,Tiny Titans,360228
Solovar,Flashpoint Timeline,350874
Solovar,New Earth,365917
Spyderr,New Earth,352304
Stephen Trevor,Earth-34,364526
Stompa,Superman/Batman,354873
Stone,Prime Earth,355563
Stranglehold,New Earth,356408
Sturgis Butterfield,New Earth,350040
Taipan,Wildstorm Universe,355074
Tawky Tawny,Earth-S,364156
Thrudvang,New Earth,354077
Topo,New Earth,351260
Topo,Tiny Titans,355955
Treasure,Superman/Batman,355319
Trigon,Tiny Titans,357832
Tweedledie,Arkhamverse,354021
Ubu,New Earth,361668
Ultra-Humanite,Earth-16,361603
Van Helsing,Prime Earth,368939
Varix,New Earth,370572
Vas-Quor,Earth-One,357157
Victor Fries,Lego Batman,364681
Warren Strong,Funnyland,351102
Waylon Jones,Injustice,362467
William Baker,New Earth,349980
William Wu,Future State,360982
Willis Danko,New Earth,353746
Zachary Gate,New Earth,356033
Zushan,Prime Earth,358318
Zyn,New Earth,348931
Alpha Lantern Corps,Alpha Lantern Corp,408915
Immortal Man in Darkness,New Earth,353751
Charlie the Owl,New Earth,352159
Aries,Wildstorm Universe,355702
Bad Blood,New Earth,354483
Brainiac,Gods and Monsters,351397
Brainstorm,Post-Zero Hour,349913
Cera Kesh,Pre-Zero Hour,354288
Charles Xavier,Amalgam Universe,354479
Cheyenne Freemont,New Earth,353645
Cindy Carson,Earth-Four,348153
Clarence Tuland,New Earth,348482
Coil,Dakotaverse,361133
Colin Brandywine,New Earth,352162
Daniel Chase,New Earth,363808
Dubbilex,New Earth,364299
Dubbilex,Prime Earth,355523
Edgar Cizko,DC Universe Online,358281
Edward Deacon,New Earth,352902
Fast Forward,Earth-One,353543
Gil'Dishpan,Gil'Dishpa,358920
Giselle Cutter,Black Lightning TV Series,358715
Hector Hammond,Green Lantern Movie,364102
"Henry King, Jr.",Stargirl TV Series,359688
Hfuhruhurr,New Earth,358603
Jennifer Soul,Prime Earth,349278
Jeremy Horton,New Earth,356685
Johnny Webber,Earth-One,353537
Jonathan Drew,New Earth,357645
Jordan Weir,Prime Earth,361606
Justin Gaines,Smallville,361073
Klaus Mensa,Lois & Clark,358142
Maddie Van Horn,Smallville,350845
Mike Virgil,New Earth,351262
Mina Chaytan,Arrowverse,357268
Miss Poltergeist,New Earth,353780
Nax,Prime Earth,365876
Nicholas Hellicon,New Earth,347792
Paige Van Horne,Earth-One,350530
Painkiller,New Earth,354541
Paul Simms,American Way,356081
Penelope Pink,Earth-Twelve,352264
Phantasm II,New Earth,346934
Pren NuParr,Prime Earth,352654
Psimon,Tiny Titans,360935
Quentin Taylor,Wildstorm Universe,362796
Relay,Prime Earth,355715
Renee Adler,Arrowverse,350678
Richard McNamara,Wildstorm Universe,355969
Rosemary Fields,New Earth,351542
Rostov,Wildstorm Universe,354194
Simon Jones,Smallville,353255
Solar-Brain,Earth-One,347935
Stanley Hale,New Earth,348729
Stephen Callahan,Gen 13 Movie,350678
Stephen Callahan,Wildstorm Universe,361602
Steven Dayton,Teen Titans TV Series,349421
Stewart Chang,Wildstorm Universe,353134
Susan Tompkins,Prime Earth,353233
Tatsu Braddock,Amalgam Universe,355379
Trapshot,Dakotaverse,355351
Tyler McKnight,Smallville,355298
White Whip,Amalgam Universe,350851
X'ing X'iang,Wildstorm Universe,353211
Abigail,Swamp Thing 1990 TV Series,352252
Absorbascon,Absorbasco,348288
Alexei Glushko,Earth-ABC,355587
Alicia Turner,Wildstorm Universe,354754
Amos Monroe,New Earth,351437
Angelica Wallis,New Earth,348506
April Marigold,Earth-One,350998
Bandia,Earth-Two,356285
Batu,Quality Universe,357378
Belphegor,New Earth,359985
Bertor Ardeen,Post-Zero Hour,349777
Cinnamon II,New Earth,359112
Crassus,New Earth,357995
Daniel Rogers,New Earth,351314
Dean Egghead,Earth-Twelve,351962
Delya Castil,Pre-Zero Hour,368902
Desmond Connor,New Earth,351065
DNAlien,DNAlie,345628
Doctor Vulture,Earth-Two,356800
Dominic Lanse,Arrowverse,349565
Empathy,New Earth,350530
Emperor of Saturn,Earth-Two,355210
Erik Gavlin,New Earth,349830
Esperanza Cruz,Arrowverse,352756
Euphemus,New Earth,353357
Eviless,Earth-Two,357146
Forerunners,Forerunner,355698
Gabriel Newman,Wildstorm Universe,352486
Gehenna,New Earth,359608
Gorilla Grodd,Super Friends,358804
Grace Gibbons,Arrowverse,355869
Hal Jordan,Futures End,358087
"Henry King, Jr.",Earth 2,364568
Imra Ardeen,DCAU,355292
Imra Ardeen,Legion of Super-Heroes TV Series,356660
Imra Ardeen,Smallville,376374
Jancel Ardeen,Post-Zero Hour,371352
Jeyra Entinn,Earth-Prime,353587
Jor-El,Lois & Clark,352965
Kevin Grady,Smallville,355984
Kogats,Kogat,350048
Lara Lor-Van,Lois & Clark,352864
Lazlo Trask,Earth-One,349396
Lena Luthor,Earth-One,354544
Manga Khan,New Earth,364498
March,New Earth,352999
Maxwell Lord,Smallville,356880
May Marigold,Earth-One,351432
Mephisto Saturno,Earth-Two,376486
Micah Aven,Post-Zero Hour,345937
Mister Esper,New Earth,358070
Neptune,New Earth,348012
Nnamdi,New Earth,349454
Olivia Reynolds,New Earth,357852
Peter Howard,Prime Earth,369286
Phantom Stranger,Riddle of the Beast,353823
Preem Aven,Pre-Zero Hour,372016
Psi-Phon,New Earth,355645
Queen Leila,Earth-Two,352866
Ramia,New Earth,351605
Reginald Terns,Wildstorm Universe,354629
René Jacques Brande,Post-Zero Hour,360141
Run,Dakotaverse,353261
Ryan James,Smallville,357296
Santa Klaus,New Earth,349973
Sarah Conroy,Smallville,353009
Sarmon Ardeen,Post-Zero Hour,351737
Satan II,Earth-Two,350928
Saturnette,Earth-Two,356432
Sensor,New Earth,353493
Serge Kroolman,New Earth,359866
Serifan,New Earth,379183
Sheika,Earth-Two,355531
Simon Jones,DC Super Hero Girls,347855
Simon Jones,Flashpoint Timeline,346688
Starro,Injustice,353604
Steven Trevor,Earth-270,355414
Superman Annual Vol 1 11,Superman Annual Vol 1 1,407717
Sydne Ardeen,Post-Zero Hour,350583
Synaptic Kid,New Earth,351939
Taryn Haldane,New Earth,350162
Aquaman Vol 5 35,Aquaman Vol 5 3,363406
Trefoils,Trefoil,345424
Tyson Sykes,New Earth,352244
Uglyhead,New Earth,353943
Wilson Turner,Smallville,359335
Xeen Arrow,Earth-One,364305
Xeen Arrow,Prime Earth,349637
Zatanna,Riddle of the Beast,353397
Abner Krill,New Earth,363848
Abyss,New Earth,351100
Action Comics Vol 1 600,Action Comics Vol 1 60,462944
Agua Sin Gaaz,New Earth,361336
Alicia Baker,Smallville,359625
Ambush Bug,Earth-1098,356386
Amy Smootster,Zero Girl,356260
Arnold Stipple,Wildstorm Universe,352842
Black Atom,Quality Universe,350280
Blur,Prime Earth,349222
Borb Borbb,New Earth,353601
Bro'Dee Walker,Lego Batman,357233
Carl Draper,Prime Earth,363086
Carol Ferris,Lego Batman,364127
Cell Phone Sylvia,Prime Earth,351618
Clancy Johnson,New Earth,360360
Crosscut,Prime Earth,348839
Default,New Earth,350408
Duck Dodgers,Lego Batman,360011
EDBE,Watchmen TV Series,361630
"Eduardo Dorado, Jr.",Earth-16,353366
Edward Bloomberg,Prime Earth,358908
Emil LaSalle,Prime Earth,364696
Emil LaSalle,Smallville,372360
Evan McCulloch,The Brave and the Bold,357158
Flicker,New Earth,361016
Funyl,Dakotaverse,360302
George Sloan,New Earth,348991
Grumbler of the Perversiverse,Earth-One,348184
Hal Jordan,Lego Batman,370011
Iroque,Futures End,352076
Iroque,Lego Batman,360926
Jason Phillips,Prime Earth,350843
Jitter,New Earth,351614
Kent Nelson,DC Universe Online,360245
Kindred Marx,New Earth,349459
Kurt Ryder,Amalgam Universe,355847
Lashawn Baez,New Earth,355122
Lashawn Baez,Prime Earth,354535
Lashawn Baez,Tiny Titans,350657
Lethal,New Earth,351708
Lucas Carr,New Earth,386787
Mark Erdel,Earth-One,354866
Maurice Boviere,Prime Earth,357405
Max Castle,New Earth,363144
Meridian Mychaels,New Earth,350355
Michael Lasky,New Earth,351638
Mister Originality,Earth-One,352378
More Fun Comics Vol 1 73,More Fun Comics Vol 1 7,418044
More Fun Comics Vol 1 74,More Fun Comics Vol 1 7,397964
Nasreen Samari,New Earth,350052
Nightgate,Amalgam Universe,348637
Omega-Beam,Omega-Bea,344401
Polaris Spanner,Spanner's Galaxy,349108
Porter,Prime Earth,360417
Preon,Prime Earth,351601
Promethea,Prime Earth,352740
Question,Prime Earth,362830
Qwa-Portal,Qwa-Porta,344553
Red X II,Teen Titans TV Series,367559
Rhian Douglas,New Earth,349344
Samuel Scudder,Arrowverse,357643
Shadowslide,Shadowslid,344968
Shawna Baez,Arrowverse,357933
Split,New Earth,354217
Thaal Sinestro,Lego Batman,370505
The Maelstrom,The Maelstro,362969
Tomar-Tu,Prime Earth,367239
Touch Stones,Touch Stone,343654
Transmat,Transma,347670
Transmatter Cube,Transmatter Cub,343242
Transmatter Portal,Transmatter Porta,346693
Uptown,New Earth,347713
Veidt's Creature,Watchmen,360410
Veilmist,Pre-Zero Hour,379616
Victoria Yes,Enigma,357418
Wink,DCeased,356059
Wink,Prime Earth,371240
Xiomar,Prime Earth,349301
Zeta-Beam,Zeta-Bea,347177
Bruce Wayne,Curse of the Cat-Woman,357075
Garfield Logan,Earth-16,366177
Jackal II,New Earth,350162
Katherine Viverrida,New Earth,349973
Professor Ralston,Earth-One,349284
