character,universe,page_length
Ramsey Rosso,Arrowverse,362969
Ramsey Rosso,Prime Earth,364354
Sethe,Prime Earth,359926
Xiang Po,New Earth,359936
Guy Masters,Earth-One,350358
Jan Arrah,Earth-Prime,361727
John Dolan,New Earth,354046
Abigail Arcane,New Earth,376642
Alia Mayeux Keralis,Warbringer,372051
Anastasia Force,New Earth,353514
Angela Roth,New Earth,363943
Bashir Malik,Arrowverse,359394
Bekka,Prime Earth,400116
Cecile Horton,Arrowverse,372392
Dawn Granger,Prime Earth,368478
Deadly Six,Prime Earth,352304
Djinn II,Prime Earth,373831
Donald Hall,Prime Earth,365645
Dorothy Spinner,Doom Force,351521
Edwar Martinez,New Earth,352310
Elizabeth Clawman,New Earth,351647
Escalate,Prime Earth,351877
Faith,New Earth,365933
"Gluttony, son of Trigon",New Earth,357332
Gorilla Grodd,DCAU,377480
Grymm,Prime Earth,354125
Harvey Dent,Earth-9,374974
Heartiac,DC One Million,352880
Ig'nea G'odd,New Earth,360887
Imra Ardeen,Post-Zero Hour,371893
Jean-Paul Valley,Prime Earth,399080
Jennifer Davison,Vamps,349242
John Dee,New Earth,375822
Jukko Hämäläinen,Wildstorm Universe,356497
K'li,Earth 2,390916
Khalis,Prime Earth,360159
Kid Emotion,New Earth,348236
Kristin Wells,Earth-One,361041
Lilith Clay,Prime Earth,381324
Lola Dent,Earth-9,352313
Mageddon,New Earth,369199
Mangar-Kunjer-Kunja,Prime Earth,350718
Millicent Mayne,New Earth,353308
Nathan Bliss,Arrowverse,354372
Nekron,Earth-One,354155
Nicole Callahan,Wildstorm Universe,363893
Nina Lam,Dakotaverse,365240
Olpha,Earth-One,349835
Perenna,Black Lightning TV Series,348848
Psyche,Pre-Zero Hour,350946
River Baldwin,Wildstorm Universe,353956
Roger Hayden,DCAU,357187
Roger Hayden,New Earth,386860
Roger Hayden,The Brave and the Bold,355782
Sakki,New Earth,383756
Shadow of War,New Earth,348601
Showman,Prime Earth,355843
Skizm,New Earth,358448
Sleez,New Earth,363251
Sleez,Prime Earth,374162
Thaal Sinestro,Prime Earth,433227
The Ancestor,Wildstorm Universe,357543
Tsaritsa,Prime Earth,361970
Ultivac,New Earth,365151
Volthoom,Earth 15,383821
Xrill-Vrex,Prime Earth,357167
Zone Child,New Earth,360622
Accasbel,New Earth,351101
Alea,Wildstorm Universe,360293
Alexa Rivera,Arrowverse,357374
Alexander Allston,New Earth,354895
Alexander Sartorius,Prime Earth,371861
Alexandra Allston,New Earth,355684
Arthur Light,New Earth,425648
Arthur Light,Titans TV Series,358044
Audrey Spears,New Earth,365133
Audrey Spears,Titans Tomorrow,360216
Avruskin,New Earth,383361
Barbara Kowaleski,New Earth,355930
Belial,Prime Earth,361424
Black Star,Prime Earth,354663
Blight,species,344059
Bliss,New Earth,345705
Bone Dry,Prime Earth,350652
Boris,Earth-One,354084
Braalians,Braalian,356329
Brother Power,New Earth,366553
Calibax,New Earth,348038
Cauldron,New Earth,355704
Chrissy Parker,Smallville,357974
Clark Kent,Antimatter Universe,390643
Clark Kent,Lois Lane's Super-Dream,358835
Clay Ramsay,Prime Earth,361593
Clive Yorkin,New Earth,353691
Computer Tyrants,Computer Tyrant,356815
Conrad Carapax,New Earth,358999
Courtney Mason,New Earth,382262
Cynnthia Mordeth,Prime Earth,362450
Cyrus Gold,DCAU,361210
Cyrus Gold,New Earth,426833
Darkstar Exo-Mantle,Darkstar Exo-Mantl,366329
Diamond,Superboy TV Series,352612
Doc Quin,New Earth,350761
Doomsday,DC Extended Universe,383261
Doomsday,Prime Earth,386251
Dor'ion,New Earth,351723
Drake Burroughs,Earth-Prime,361134
Drake Burroughs,Post-Rebirth,359590
Drake Burroughs,Pre-Zero Hour,394157
Dwayne Wainwright,New Earth,356872
Enchanthrax,Prime Earth,368437
Eric Courtney,New Earth,351952
Eric Moran,Prime Earth,368461
Eric Morden,New Earth,366508
Erica Moran,Black Lightning TV Series,351869
Evil Absorber,Dakotaverse,350246
Evil Star,Prime Earth,360026
Ewa Krinn,Pre-Zero Hour,357399
Famine,Earth 2,381596
Fleet Delmar,Prime Earth,367923
Flower of Heaven,Prime Earth,379577
Four-Armed Terror,Four-Armed Terro,348356
Francis Stone,DCAU,360163
Freight Train,New Earth,367816
Gayle Marsh,New Earth,421555
Gloria Mundi,Dakotaverse,362969
Gray Stanton,Futures End,357172
Guy Gardner,New Earth,609453
Harvest I,New Earth,348295
Henry Bendix,Wildstorm Universe,382977
Henry Hewitt,Arrowverse,359904
Henry Hewitt,New Earth,361938
Holden Carver,Wildstorm Universe,365324
Isuma Yasunari,New Earth,363632
Isuma Yasunari,Super Friends,351759
Jake Simmons,Arrowverse,360610
Jarod Dale,New Earth,357724
Jarrod Jupiter,New Earth,367361
Jefferson Jackson,Arrowverse,374008
Joe Public,New Earth,357475
Joshua Michael Allen,Injustice,352583
Joshua Summers,Amalgam Universe,354465
Josiah Power,New Earth,359310
Junior,Earth-One,352898
Kal-El,DC Super Friends Web Series,363718
Kal-El,Donnerverse,416459
Kal-El,Earth-149,378136
Kal-El,Earth-153,360143
Kal-El,Earth-300,356376
Kal-El,Earth-Twenty-Six,370680
Kal-Il,Earth 3,394057
Karen Lou Faulkner,New Earth,365286
Karl Hansen,Wildstorm Universe,364388
Karras,New Earth,356024
Karras,Teen Titans Go! TV Series,358664
Kenneth Anderson,Earth-One,405057
Khaji Da,New Earth,381783
Khaji Da,Prime Earth,354567
Kimiyo Hoshi,New Earth,383134
Kimiyo Hoshi,Prime Earth,368656
Klo,New Earth,351838
Komand'r,New Earth,379996
Komand'r,New Teen Titans Shorts,362505
Komand'r,Prime Earth,373548
Koriand'r,DCAU,360212
Koriand'r,Earth-1098,354256
Koriand'r,Prime Earth,414965
Koriand'r,Titans TV Series,363599
Krypto,Titans TV Series,361816
Lady Flash,Earth-33,355458
Lamashtu,Arrowverse,372940
Langford Terrill,Earth-Two,358507
Lawrence Trainor,New Earth,396271
Lawrence Trainor,Prime Earth,383234
Leonid Kovar,Teen Titans TV Series,357637
Lia Nelson,Earth-9,368376
Lime,Prime Earth,361012
Lindsay Wah,New Earth,361371
Lois Lane,Lois Lane's Super-Dream,360218
Loose Cannon,Prime Earth,353953
Luand'r,New Earth,355105
Lucien Gates,Prime Earth,362515
Lynn Stewart,Black Lightning TV Series,361380
Mandred,New Earth,362365
Mantis,Prime Earth,359813
Martin Stein,Arrowverse,378945
Matatoa,New Earth,355278
Max Thrane,Prime Earth,352340
Maxwell Jensen,Earth-One,393793
Mekt Ranzz,Earth-Prime,363550
Miguel Medina,Dakotaverse,364573
Mindancer,New Earth,358627
Mister Atom,New Earth,373281
Mister Wrinkles,Earth-One,349588
Morgaine Le Fay,DCAU,360425
Morrow Block,Morrow Bloc,347217
Mythus,New Earth,359940
Nathaniel Adam,Superman/Batman,348624
Nathaniel Adams,DCAU,370094
Nathaniel Adams,Earth-16,358410
Nathaniel Tryon,New Earth,383267
Nathaniel Tryon,Prime Earth,360753
Neil Quinn,Prime Earth,360666
Nommo Balewa,Prime Earth,367754
Oleand'r,New Earth,349904
Omar Pairut,Earth-One,354527
Otis,Tiny Titans,359813
Overload,Out of Time,351873
Overload,Prime Earth,350775
Parasite,Earth-22,350977
Payback,New Earth,350995
Penny Dreadful,New Earth,354612
Perry Dennison,New Earth,355483
Photine,Prime Earth,348507
Powergirl,Earth-9,365382
Puppet King,Teen Titans TV Series,357700
Ray Summers,Amalgam Universe,356372
Raymond Jensen,Earth-1,362498
Raymond Jensen,Earth-16,362568
Raymond Terrill,Arrowverse,377539
Raymond Terrill,Prime Earth,392025
Raymond Terrill,Titans Tomorrow,359588
Reemuz,New Earth,365648
Relic,Prime Earth,375460
Roland Norcutt,Prime Earth,362616
Rory Regan,DCeased,353418
Rory Regan,Future State,356341
Roy Travich,Pre-Zero Hour,366340
Rudolph Jones,DC Legends,361292
Rudolph Jones,Harley Quinn TV Series,357195
Rudolph Jones,New Earth,393784
Rudolph Jones,Smallville,358185
Russell Glosson,Arrowverse,354751
Ryand'r,New Earth,369634
Sarya,DCAU,362651
Sebastian Blood IX,New Earth,370301
Sharon Vance,Prime Earth,383504
Simon Tsung,Damocles Universe,361756
Siphon,New Earth,348874
Spindoc,New Earth,349553
Starfire,Ame-Comi,354631
Starlings,Starling,348174
Stella Maxwell,Dakotaverse,437863
Strata,New Earth,365869
Subject 13,Titans TV Series,375476
Suit,New Earth,359730
Super-Man Zero,Prime Earth,364822
Superman Blue,Dark Multiverse,359602
Talathus,New Earth,352774
Taryia,New Earth,350873
Tashana,Earth-Six,363795
Teela Spuunvll,Earth-Prime,348426
Tharok clone,Pre-Zero Hour,358682
Thirst,New Earth,371958
Thomas Corbet,Quality Universe,363430
Thomas Hugo Strange,Earth-ABC,368059
Timothy Zanetti,New Earth,370024
Timthy Santoza,Pre-Zero Hour,349506
Todd Rice,Earth-9,348328
Tonatiuh,Earth-One,357262
Turtle,Prime Earth,376268
Warhog,Prime Earth,356559
White Lantern Ring,White Lantern Rin,398170
William Everett III,New Earth,359501
William Lang,Arrowverse,356948
William Magnus,New Earth,382232
Xaxan,Pre-Zero Hour,359947
Yuga Khan,New Earth,368097
Zena Moonstruk,New Earth,355175
Zirral,New Earth,357318
Abin Sur,Prime Earth,364223
Alan Scott,Earth-40,349927
Antonia Monetti,New Earth,374883
Antonia Monetti,Teen Titans TV Series,355464
Arcaana,Dakotaverse,377348
Arisia Rrab,Earth-1,361273
Asa,Prime Earth,379419
Atlan,New Earth,385225
Aurora,Earth-One,352465
Axel Storm,New Earth,375531
Azmodus,New Earth,365471
Barbara Gordon,Smallville,367991
Beta Tos,New Earth,349462
Bina Chawney,Dakotaverse,361742
Black Light,DCAU,357542
Brimstone,New Earth,359747
Brokk,Prime Earth,352806
Bzzd,Prime Earth,357878
Calculha's Crystal,Calculha's Crysta,348950
Candlemaker,Doom Patrol TV Series,357421
Carol Ferris,Justice League Action,349049
Celeste McCauley,Pre-Zero Hour,387472
Chandi Gupta,New Earth,359937
Chaselon,Prime Earth,355845
Cobalt Blue,Future State,354368
Danny the Street,Doom Patrol TV Series,358517
Danny the Street,Time in Goliath,360100
Darius Haynes,Futures End,356833
Dinah Lance,DCeased,372102
Dolores Pratchet,New Earth,358544
Dorothy Spinner,Doom Patrol TV Series,359404
El Dorado,Earth-One,352487
Entity,New Earth,351266
Graciel,Prime Earth,358017
Hal Jordan,DCeased,368408
Hal Jordan,Earth-1,358665
Hal Jordan,Earth-31,363047
Hardcore,New Earth,358870
Harry Chawney,Dakotaverse,371231
Hector Hall,New Earth,404662
Jennifer-Lynn Hayden,Earth-2,358411
Jennifer-Lynn Hayden,Earth-22,354307
Jennifer-Lynn Hayden,New Earth,416993
Jess Parker,Wildstorm Universe,348669
Jinx,DC Super Hero Girls,351085
John Sargent,Arrowverse,352095
John Stewart,Prime Earth,415943
Jonathan Osterman,Watchmen TV Series,398689
Jump,Dakotaverse,360207
June Moone,New Earth,415255
Keli Quintela,Prime Earth,367548
Kent V. Nelson,New Earth,402674
Kilowog,Prime Earth,364769
Kilowog Ev,Earth-1,354360
Kiran Singh,New Earth,359575
Langford Terrill,New Earth,366239
Langford Terrill,Prime Earth,359324
Laura Neilsen,New Earth,366439
Lightweaver,Prime Earth,354063
Malcolm Thawne,New Earth,368211
Marc Slayton,The Wild Storm,358051
Maro Ito,Prime Earth,355749
Martin van Wyck,New Earth,373957
Matthew Stuart,New Earth,369216
Maxivermis Mind,Prime Earth,376699
Meanstreak,New Earth,352895
Melvin,Teen Titans TV Series,355481
Michael Templesmith,Wildstorm Universe,367893
Michael Ward,Earth-ABC,350978
Mick Rory,Hero Run,356021
Mick Rory,Prime Earth,369675
Miguel Barragan,Prime Earth,371085
Mio,Prime Earth,353802
Mixcoatl,New Earth,351783
Nabu,Earth-16,352256
Nicki Jones,New Earth,359462
Oans,Oan,361083
Ohmen,Damocles Universe,359601
Ohmen,Wildstorm Universe,370685
Para-Angels,Para-Angel,372886
Quellzorn,Prime Earth,356732
Remoni-Notra,New Earth,372224
Richard Hertz,New Earth,364781
Rova Barkitt,Earth-C,360757
Roy G. Bivolo,Prime Earth,364031
Shasta,Doom Force,348819
Sinestro,Super Friends,359683
Slava,Doom Patrol TV Series,359763
Starheart,Starhear,408386
Stel,Prime Earth,356546
Tagort,Prime Earth,357262
Todd Rice,Earth 2,364099
Traci Thirteen,Flashpoint Timeline,356497
Tuebeen,Prime Earth,355325
UltraViolet Lantern,Future State,353889
Vincent Lord,Earth-9,353782
Volk,Prime Earth,356270
Whaler,New Earth,348861
Wonder Woman,DC One Million,389684
Xax,Prime Earth,357587
50% Chad,Prime Earth,353757
Angelica Smith,New Earth,358180
Cameron Chase,New Earth,361756
Grodd II,Prime Earth,412425
Hart Druiter,Legion of Super-Heroes TV Series,375142
Helena Sandsmark,New Earth,360161
Jackson King,Wildstorm Universe,378155
Jason Todd,Prime Earth,489752
Keith Kenyon,New Earth,370388
Klarienne,Earth 11,359634
Michael Cray,Wildstorm Universe,376089
Orlin Dwyer,Arrowverse,364799
Otto Frentz,Prime Earth,356564
Priest,New Earth,370429
Senses-Taker,New Earth,351795
Terrence Kurtzberger,New Earth,361415
Zade,Prime Earth,353071
7-Gorn-7,Teen Titans TV Series,352124
Ace Arn,The Brave and the Bold,350282
Adara (entity),New Earth,354782
Albert Michaels,Earth-16,356180
Albert Michaels,New Earth,382104
Albert Michaels,Prime Earth,370675
Alden Quench,Prime Earth,356451
Alex Petrakis,The Wild Storm,359158
Alexander Salkind,Earth-One,357079
Alexander Sartorius,New Earth,366742
Alexi Nikolai,Earth-8,363372
Alixandra Ward,Earth-One,351655
Allen Adam,Earth-Four,381061
Alter Ego,Earth-One,355976
Amok,New Earth,354437
Amy Winston,New Earth,371289
Anann,New Earth,357125
Andrew Bryant,Earth-ABC,361206
Andrew Franklin,New Earth,366011
Andrew Van Horn,New Earth,364304
Angela Hawkins III,Teen Titans Go! TV Series,352087
Angry Wizard,New Earth,348771
Anti-Monitor,Infinite Crisis Video Game,353744
Archibald Masters,Earth-ABC,361870
Ares,Earth-1,370748
Ares,Injustice,371067
Arges,The Brave and the Bold,347011
Armando Ramone,New Earth,353699
Arthur Light,Earth-508,359708
Arthur Light,Prime Earth,369662
Arthur Light,Superman vs. The Elite,354118
Arthur Light,Teen Titans TV Series,358513
Arthur Light,The New Order,348678
Ascalon,Prime Earth,375364
Ashley Halberstam,Super Friends,353616
Astrolas,Prime Earth,347790
Atom-Master,Prime Earth,363911
Atomic Skull,DC Animated Movie Universe,351862
Aurora,Team Titans,349376
Baba Yaga,Earth-508,354186
Baby Boom,New Earth,354723
Barefoot Tiger,New Earth,350465
Baron Blitzkrieg,New Earth,375281
Barrage II,New Earth,350798
Bat-Mite,New Earth,373723
Belinda Zee,Cosmic Adventures,382885
Benjamin Krullen,Earth-One,357643
Benjamin Krullen,New Earth,371723
Bette Sans Souci,Arrowverse,353814
Bette Sans Souci,Futures End,351244
Bette Sans Souci,Lego Batman,357250
Bette Sans Souci,New Earth,405214
Bette Sans Souci,Prime Earth,368710
Bette Sans Souci,Smallville,382919
Biff,New Earth,354640
Black Barax,New Earth,354645
Black Zero,Hyper-Tension,371858
Blue Damsel Fly,New Earth,352768
Booster Gold robot,New Earth,359790
Brainiac,Antimatter Universe,356048
Brainiac,Tiny Titans,383158
Brainiac 13,New Earth,367630
Brat,New Earth,354663
Braze,Prime Earth,354290
Brighteyes,New Earth,349174
Brighteyes,Prime Earth,351388
Brimstone,DCAU,352107
Brother Blood,Prime Earth,371834
Buddy Blank,The Brave and the Bold,355409
Butcher,Lego Batman,348684
Butcher,New Earth,355402
Butcher,Prime Earth,352997
Byrna Brilyant,Earth-Two,369546
Candlemaker,New Earth,358783
Captain Incredible,Earth-One,358802
Carol Ferris,Doom,356665
Cassandra Craft,Prime Earth,354139
Cecil Geekywad Bumwimple,New Earth,362993
Centerhall,Prime Earth,352414
Centre,Earth-21,355954
Chair,New Earth,351799
Chester Runk,Arrowverse,357661
Chleyns-Wann,Electric Warriors,352163
Cir-El,Futuresmiths,403554
Citrina,New Earth,351452
Cole Cash,Prime Earth,393753
Collector of Worlds,Earth-16,362951
Computo,Prime Earth,356556
Fan,Prime Earth,376861
Courtney Whitmore,DCAU,355700
Courtney Whitmore,Earth-7,347214
Crisis,Just Imagine,358773
Curtis Metcalf,Prime Earth,356590
Cyclone,Teen Titans TV Series,361885
Cyclotron,Prime Earth,350405
D'rahn,D'rah,358695
Dad,New Earth,355099
Daniel Dunbar,New Earth,374048
Daniel Garrett,Earth-Four,355315
Daniel Garrett,New Earth,365234
Dark Kahn,Mortal Kombat vs. DC Universe,353892
Darkseid,DC Animated Movie Universe,387272
Darkseid,DC Extended Universe,377076
Darkseid,Earth-16,372513
Darkseid,Future State,365292
Darkseid,Gods and Monsters,356572
Darkseid,Harley Quinn TV Series,374425
Darkseid,Justice League Action,377574
Darkseid,Lego Batman,365198
Darkseid,Lego DC Heroes,354634
Darkseid,Lil Gotham,370459
Darkseid,Mortal Kombat vs. DC Universe,350842
Darkseid,Super Friends,376716
Darkseid,Superman/Batman,376304
Darkseid,Teen Titans Go! TV Series,359695
Darkseid,The Brave and the Bold,371697
Darkseid,The Coming of the Supermen,381578
Darkstar,Earth-22,353542
Darkstorm,New Earth,348073
Darla Aquista,New Earth,368956
Dataxen,Prime Earth,356586
David Grahm,Earth-One,383080
David Reid,Prime Earth,367540
Davood Nassur,New Earth,360897
Dawn Granger,New Earth,377565
Dawnstar,Trapped In Time,351700
Debutante,Prime Earth,352470
Dennis Blake,New Earth,350489
Denny Swan,Prime Earth,365207
Derek Powers,DCAU,377212
Derek Powers,Lego Batman,359838
Derek Powers,Prime Earth,358088
Diego Irigoyen,New Earth,356757
Diego Irigoyen,Prime Earth,354999
Dirk Morgna,Earth-Prime,386389
Dirk Morgna,Post-Rebirth,355551
Dirk Morgna,Post-Zero Hour,377367
Dirk Morgna,Pre-Zero Hour,387753
Dirk Morgna,SW6,379080
DJ Molecule,New Earth,351742
Doctor Spectro,Earth-Four,352677
Dog,New Earth,352918
Doomslayer,New Earth,360173
Drake Burroughs,DCAU,352674
Drake Burroughs,Smallville,353611
Drew Fisher,Prime Earth,356922
Drive-By,New Earth,354968
Dwayne Maillet,Prime Earth,351013
Eclipso,DC Legends,351281
Eirene,Prime Earth,363878
El Dorado,Super Friends,354366
Emerald Eye,Emerald Ey,352153
Emma Deropalis,Prime Earth,367247
Enchantress,Injustice,362590
Ephemera,New Earth,350131
Epsilon,New Earth,366217
Eradicator,Prime Earth,369249
Ethan McCain,Damocles Universe,354802
Evan Gallagher,Smallville,351273
Evil Star,The Brave and the Bold,351252
Eye of Horus,New Earth,351849
Face II,New Earth,350960
Farris Knight,DC One Million,361732
Fireworks Man,Earth-One,351641
Fleshburn,New Earth,350899
Force,New Earth,351328
Foster McClane,Wildstorm Universe,363299
Frederick Steddy,New Earth,351714
Frederick Walden,Smallville,353090
Fredrik Schlaus,Earth-One,362074
Friendly Fire,New Earth,353943
Fulcum Abominus,Fulcum Abominu,347344
Gabrielle Doe,New Earth,396163
Galactic Golem,Earth-One,367545
Gamesman,New Earth,357421
Gan Williams,Teen Titans TV Series,356813
Garridan Ranzz,Pre-Zero Hour,367996
Ghost Fist,Prime Earth,361769
Gillian Wahrman,New Earth,366478
Golden Man,Earth-One,352452
Gorilla Grodd,DC Universe Online,363177
Gowt,Prime Earth,349827
Grail,Lego Batman,381361
Grant Emerson,New Earth,390065
Grayven,New Earth,371361
Grid,Prime Earth,396304
Gu Lao,New Earth,355498
Hank Hallmark,Earth 36,359205
Harold Jordan,New Earth,366355
Harold Leit,Lois & Clark,356113
Harris D. Ledbetter,New Earth,354109
Heatseeker,New Earth,348813
Hector Hornsby,Superboy TV Series,354133
Heinrich Melch,Earth-Two,359578
Hellbat,Hellba,373714
Henry Henshaw,New Earth,429288
Henry Henshaw,Smallville,362840
"Henry King, Jr.",New Earth,374653
"Henry King, Sr.",New Earth,381919
"Henry King, Sr.",Stargirl TV Series,364500
Henry Ross,New Earth,359024
Hunter II,New Earth,351507
Ignition,New Earth,364880
Ilya Trepliov,New Earth,353035
Imperiex-Prime,New Earth,369800
Impulse,New Earth,351397
Imra Ardeen,Earth-149,360361
Imra Ardeen,Pre-Zero Hour,413574
Inferno,Earth-Prime,369821
Infinity-Man,Earth-16,351565
Ir,The Brave and the Bold,350155
Iron Police,Earth 10,350988
Isis,Smallville,357740
Izzy Bowin,Arrowverse,356659
J'onn J'onzz,DCeased,370500
Jaafs Macksun,Earth-ABC,359180
Jackson Dane,Wildstorm Universe,368465
Jackson Lindo,Wildstorm Universe,354752
Jaime Reyes,Earth-16,367726
Jaime Reyes,Injustice,374697
Jaime Reyes,New Earth,386328
Jaime Reyes,Smallville,356334
James Collins,New Earth,356881
James Olsen,Earth 2,384402
Janine Fulton,Prime Earth,349363
Janine Fulton,Wildstorm Universe,351934
Jason Praxis,New Earth,361468
Java,Prime Earth,361521
Jed Oliver,Prime Earth,360037
Jenna Raleigh,New Earth,367937
Jennifer Gold,Wildstorm Universe,368541
Jennifer-Lynn Hayden,Prime Earth,363871
Jessica Cruz,Prime Earth,393593
Jinx,Teen Titans Go! TV Series,358652
Jinx,Teen Titans TV Series,371921
Jo Nah,Earth-Prime,368820
Jo Nah,Post-Zero Hour,369294
Jo Nah,Pre-Zero Hour,396703
Jo Nah,SW6,382764
John Constantine,DC Universe Online,353085
John Corben,Superman Returns,355755
John Corben,Tiny Titans,365742
John Cumberland,Wildstorm Universe,385464
John Grayson,Earth 2,381875
John Henry Irons,DC Animated Movie Universe,357135
Johnny Reb,New Earth,382905
Johnny Sorrow,New Earth,379969
Jonas Sloe,New Earth,352108
Jonathan Lane Kent,Prime Earth,378284
Jonathan Sorrow,Prime Earth,370984
Jonni Thunder,Earth 2,365157
Jono Hex,Amalgam Universe,355324
Jose Delgado,Wildstorm Universe,358157
Joseph Martin,DCAU,358408
Joseph Martin,New Earth,366266
Joseph Martin,Superman vs. The Elite,363129
Joshua Clay,New Earth,368199
Joshua Terrill,New Earth,348424
Joshua Xan,New Earth,358729
Jubilation Lee,Amalgam Universe,351964
Julian Albert Desmond,Arrowverse,365567
K. Russell Abernathy,New Earth,360955
Kahina Eskandari,Dakotaverse,365090
Kalibak,Lego Batman,378646
Kalibak,New Earth,385744
Kamikaze II,New Earth,352221
Kara,Smallville,386303
Karen Beecher,Prime Earth,361679
Karl Keller,Earth-One,355113
Kavga,Prime Earth,348775
Kenneth Braverman,New Earth,372758
Kent Nelson,DC Legends,353540
Kevin Kho,Prime Earth,385995
Khaji Da,DC Animated Movie Universe,351706
Khaji Da,Earth-16,355590
Killalla,New Earth,354153
King Kobra,Earth-9,349021
King Kosmos,Earth-One,362585
King of Clubs,DCAU,352659
Kiran Singh,Prime Earth,367189
Komand'r,Teen Titans TV Series,358641
Komand'r,The New Order,350961
Koriand'r,DC Unchained,358938
Koriand'r,DC Universe Online,349056
Koriand'r,Earth-1,353173
Koriand'r,Injustice,371206
Koriand'r,Lego Batman,363492
Koriand'r,Superman/Batman,349842
Koriand'r,Teen Titans Go! TV Series,381149
Koriand'r,Teen Titans TV Series,374706
Koriand'r,The New Order,354731
Koriand'r,Tiny Titans,358232
Kral,Earth-One,358814
Krona,New Earth,398614
Krona,Prime Earth,387389
Lady Quark,Earth 48,349991
Lady Turquoise,New Earth,356744
Lambien,New Earth,359157
Lamplight,Wildstorm Universe,359864
Larry Wilton,Just Imagine,366041
Laserjet,Dakotaverse,368147
Lawrence Trainor,Justice,355174
Leash,Prime Earth,349299
Leon Carver,Wildstorm Universe,363119
Leonid Kovar,Prime Earth,359687
Light,Prime Earth,391168
Lightray,Prime Earth,384173
Lord Crash,Prime Earth,348884
Lord Malvolio,New Earth,358991
Lord Thalon,Antimatter Universe,355421
Lorraine Reilly,New Earth,398003
Lucia,New Earth,355748
Lucius Funk,New Earth,355463
Maaldor,Earth-One,356661
Machinehead,Earth 8,351945
Mainline,New Earth,351344
Major Max,Earth 8,350082
Malcolm King,Wildstorm Universe,361433
Manchester Black,New Earth,394138
Manchester Black,Superman vs. The Elite,362717
Mango,Earth-Two,350507
Mano,Post-Zero Hour,350828
Manta,Hex Timeline,346264
"Manta, the Flaming Doom",Earth-One,352748
Marak Russen,Post-Zero Hour,354036
Marak Russen,Pre-Zero Hour,360688
Marcus,Hex Timeline,347486
Marcus Aelius,New Earth,394991
Margaret Thoreaux,Smallville,364005
Mark Moonrider,Futures End,366696
Mark Moonrider,Prime Earth,365511
Martin Phillips,New Earth,354512
Metra,Ame-Comi,351483
Metron,Earth-16,353733
Mica Love,New Earth,364959
Michael Walker,Superboy TV Series,353220
Mick Rory,Arrowverse,394481
Milo Match,Beware the Batman,351889
Milton Fine,New Earth,356694
Mindhunter,Dark Multiverse,370087
Mister Atom,Earth-S,363809
Mister Mxyzptlk,Lego Batman,362132
Mitchell Saunders,Wildstorm Universe,355713
Molotov,New Earth,362820
Mom,New Earth,354600
Monitor Dax Novu,Monitor Dax Nov,365690
MONQI,Earth-16,356224
Moonrider,Earth-16,352864
Mother Mae-Eye,New Teen Titans Shorts,352817
Multi-Woman,Earth-One,352547
Mysa,Post-Zero Hour,376473
Mysa Nal,Earth-Prime,373780
Naomi McDuffie,Prime Earth,379542
Nathaniel Tryon,Earth-16,356323
Neal Emerson,The Brave and the Bold,354308
Neil Borman,Flashpoint Timeline,352563
Neil Borman,New Earth,356249
Neil Borman,Prime Earth,353736
Neron,New Earth,381053
Nigel Keane,Wildstorm Universe,363107
Nigel Smut,Prime Earth,356830
Nix Uotan,New Earth,361868
Noah Pastenetti,New Earth,359159
Nuclear Man,Prime Earth,354195
Oblivion,Prime Earth,357023
Oblivion II,New Earth,356275
Omega Man,New Earth,360750
Omni Mind and Community,Omni Mind and Communit,367908
One-Eye,Earth-8,348137
Oswald Mandias,Earth-One,358669
Otherkind,Otherkin,356101
Overlord,New Earth,355641
Pain Bot,Teen Titans Go! TV Series,356396
Pandora,Futures End,353345
Parademons,Parademon,374198
Parallax,Earth 40,347509
Parallax,Green Lantern Movie,355114
Peggy Allen,Earth-ABC,355603
Penguello,Mash-Up,359207
Phosphorus Rex,New Earth,350843
Pincus Bridger,Earth-One,355318
Piñata,New Earth,350712
Pom Pom Girl,New Earth,348534
Poprocket,New Earth,352670
Pravda,New Earth,361299
Predator,Lego Batman,350643
Pren,New Earth,369824
Prince,New Earth,352753
Prince Topaz,New Earth,356712
Priscilla Kitaen,WildC.A.T.s TV Series,356484
Pulsar Stargrave,Pre-Zero Hour,366147
Quantum Queen,Pre-Zero Hour,351777
Queen Bee,DC Unchained,358508
Quell Mordeth,Prime Earth,355419
Quetzlotl,New Earth,353956
Rachel Berkowitz,New Earth,353611
Rachel Berkowitz,Prime Earth,381785
Radiant,New Earth,351064
Radioactive Man,Earth-S,351614
Rainbow Creature,Prime Earth,355042
Rakshasi,Prime Earth,350460
Raptor Armor,Raptor Armo,349233
Ray Sah,Pre-Zero Hour,356356
Raymond Terrill,DCAU,352826
Rebecca Jones,Thunder & Lightning Shorts,356385
Red Death,New Earth,349455
Reiser,Prime Earth,376931
Rexa Macksdotter,Earth-ABC,354915
Robert Connors,Impact,356179
Robinbot,Prime Earth,361335
Roderick Rose,DCAU,359642
Ronzin Daark,New Earth,348714
Roy Lincoln,Earth-22,353136
"Roy Raymond, Jr.",New Earth,376533
Saber,New Earth,350128
Salah Miandad,New Earth,365830
Samuel Benjamin,New Earth,351342
Sarya,Pre-Zero Hour,379886
Satan,Earth-S,359938
Scar,New Earth,371225
Scott Fischer,New Earth,361981
Scott Fischer,Prime Earth,365944
Scott Free,New Earth,388291
Sebastian Blood VIII,New Earth,365269
